MSW3_ID,Scientific,MSWFamilyLatin,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
990,Rhinosciurus_laticaudatus,Sciuridae,80,0,0,0,0,0,20,0,0,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,228.25,Ref_117,1
991,Rubrisciurus_rubriventer,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,Ar,A,NA,0,0,1,Ref_1,ABC,129.52,Ref_178,2
992,Tamiops_rodolphii,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,64.95,"Ref_2, Ref_3",0
993,Tamiops_swinhoei,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,85,Ref_117,1
994,Tamiops_mcclellandii,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,45.84,Ref_58,1
995,Tamiops_maritimus,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,70.33,Ref_117,1
996,Atlantoxerus_getulus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,1,1,Ref_1,ABC,251,Ref_117,1
997,Spermophilopsis_leptodactylus,Sciuridae,20,0,0,0,0,0,20,0,20,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,600,Ref_117,1
998,Xerus_rutilus,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,317.5,Ref_117,1
999,Xerus_erythropus,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,502.4,Ref_117,1
1000,Xerus_inauris,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,529,Ref_117,1
1001,Xerus_princeps,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,636,Ref_117,1
1002,Epixerus_ebii,Sciuridae,20,0,0,0,0,0,80,0,0,0,Ref_1,ABC,G,A,NA,0,1,1,Ref_1,ABC,592,Ref_117,1
1003,Funisciurus_substriatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,186,Ref_117,1
1004,Funisciurus_pyrropus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,297,Ref_117,1
1005,Funisciurus_leucogenys,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,250,Ref_117,1
1006,Funisciurus_lemniscatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,141,Ref_117,1
1007,Funisciurus_carruthersi,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,286,Ref_117,1
1008,Funisciurus_congicus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,112,Ref_117,1
1009,Funisciurus_anerythrus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,218,Ref_117,1
1010,Funisciurus_isabella,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,109,Ref_117,1
1011,Funisciurus_bayonii,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,135,Ref_117,1
1012,Heliosciurus_undulatus,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,NA,0,1,1,Ref_1,ABC,347.33,Ref_117,1
1013,Heliosciurus_ruwenzorii,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,NA,0,1,1,Ref_1,ABC,291,Ref_117,1
1014,Heliosciurus_mutabilis,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,NA,0,1,1,Ref_1,ABC,390,Ref_117,1
1015,Heliosciurus_gambianus,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,NA,0,1,1,Ref_1,ABC,295,Ref_117,1
1016,Heliosciurus_punctatus,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,NA,0,1,1,Ref_1,ABC,174,Ref_117,1
1017,Heliosciurus_rufobrachium,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,NA,0,1,1,Ref_1,ABC,371.5,Ref_117,1
1018,Myosciurus_pumilio,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,NA,0,1,1,Ref_1,ABC,165,Ref_117,1
1019,Paraxerus_ochraceus,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,104.3,Ref_117,1
1020,Paraxerus_cooperi,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,250,Ref_117,1
1021,Paraxerus_vexillarius,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,675,Ref_117,1
1022,Paraxerus_vincenti,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,190.19,Ref_178,2
1023,Paraxerus_lucifer,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,700,Ref_117,1
1024,Paraxerus_flavovittis,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,160,Ref_117,1
1025,Paraxerus_palliatus,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,309.31,Ref_117,1
1026,Paraxerus_boehmi,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,70,Ref_117,1
1027,Paraxerus_alexandri,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,52,Ref_117,1
1028,Paraxerus_poensis,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,124.5,Ref_117,1
1029,Paraxerus_cepapi,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,180,Ref_117,1
1030,Protoxerus_stangeri,Sciuridae,0,0,0,0,0,0,30,0,70,0,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,621.5,Ref_117,1
1031,Protoxerus_aubinnii,Sciuridae,0,0,0,0,0,0,30,0,70,0,Ref_1,ABC,S,A,NA,0,0,1,Ref_1,ABC,350,Ref_117,1
1032,Sciurotamias_davidianus,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,G,A,NA,0,0,1,Ref_1,ABC,433.51,Ref_117,1
1033,Sciurotamias_forresti,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,G,A,NA,0,0,1,Ref_1,ABC,433.51,Ref_117,1
1034,Spermophilus_pygmaeus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,136,Ref_117,1
1035,Spermophilus_mollis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,165.4,Ref_117,1
1036,Spermophilus_canus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,272.85,Ref_178,2
1037,Spermophilus_citellus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,290,Ref_117,1
1038,Spermophilus_beldingi,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,280.5,Ref_117,1
1039,Spermophilus_dauricus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,161.3,Ref_117,1
1040,Spermophilus_armatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,313,Ref_117,1
1041,Spermophilus_elegans,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,453.6,Ref_117,1
1042,Spermophilus_brunneus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,300,Ref_117,1
1043,Spermophilus_musicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,284.72,"Ref_2, Ref_3",0
1044,Spermophilus_pallidicauda,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_2,D1,G,A,NA,0,0,1,Ref_2,D1,284.72,"Ref_2, Ref_3",0
1045,Spermophilus_ralli,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_2,D1,G,A,NA,0,0,1,Ref_2,D1,284.72,"Ref_2, Ref_3",0
1046,Spermophilus_relictus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,600,Ref_117,1
1047,Spermophilus_richardsonii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,406,Ref_117,1
1048,Spermophilus_suslicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,252,Ref_117,1
1049,Spermophilus_alashanicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,267.76,Ref_178,2
1050,Spermophilus_washingtoni,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,207.5,Ref_117,1
1051,Spermophilus_xanthoprymnus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,289.67,Ref_117,1
1052,Spermophilus_townsendii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,213,Ref_117,1
1053,Spermophilus_variegatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,691.64,Ref_117,1
1054,Spermophilus_beecheyi,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,578.5,Ref_117,1
1055,Spermophilus_atricapillus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,551,Ref_117,1
1056,Spermophilus_mexicanus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,189.64,Ref_117,1
1057,Spermophilus_perotensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,140,Ref_117,1
1058,Spermophilus_tridecemlineatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,131.67,Ref_117,1
1059,Spermophilus_spilosoma,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,89,Ref_117,1
1060,Spermophilus_tereticaudus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,156.5,Ref_117,1
1061,Spermophilus_mohavensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,190,Ref_117,1
1062,Spermophilus_franklinii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,363,Ref_117,1
1063,Spermophilus_saturatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,220,Ref_117,1
1064,Spermophilus_lateralis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,191,Ref_117,1
1065,Spermophilus_madrensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,275,Ref_117,1
1066,Spermophilus_columbianus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,493,Ref_117,1
1067,Spermophilus_undulatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,840,Ref_117,1
1068,Spermophilus_adocetus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,125,Ref_117,1
1069,Spermophilus_brevicauda,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_2,D1,G,A,NA,0,0,1,Ref_2,D1,284.72,"Ref_2, Ref_3",0
1070,Spermophilus_fulvus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,596,Ref_117,1
1071,Spermophilus_parryii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,759.99,Ref_117,1
1072,Spermophilus_annulatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,500,Ref_117,1
1073,Spermophilus_major,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,269.07,Ref_178,2
1074,Spermophilus_erythrogenys,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,254.81,Ref_178,2
1075,Ammospermophilus_interpres,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,110.3,Ref_117,1
1076,Ammospermophilus_insularis,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,122.31,"Ref_2, Ref_3",0
1077,Ammospermophilus_harrisii,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,122,Ref_117,1
1078,Ammospermophilus_nelsoni,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,160.4,Ref_117,1
1079,Ammospermophilus_leucurus,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,103.67,Ref_117,1
1080,Cynomys_ludovicianus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,1364,Ref_117,1
1081,Cynomys_mexicanus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,899.99,Ref_117,1
1082,Cynomys_leucurus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,908.49,Ref_117,1
1083,Cynomys_gunnisoni,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,925,Ref_117,1
1084,Cynomys_parvidens,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,899.99,Ref_117,1
1085,Marmota_monax,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,3801.72,Ref_117,1
1086,Marmota_himalayana,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,5000,Ref_117,1
1087,Marmota_marmota,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,2010,Ref_117,1
1088,Marmota_camtschatica,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,3500,Ref_117,1
1089,Marmota_sibirica,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,8000,Ref_117,1
1090,Marmota_caudata,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,4350,Ref_117,1
1091,Marmota_broweri,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,3405,Ref_117,1
1092,Marmota_bobak,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,5500,Ref_117,1
1093,Marmota_baibacina,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,7500,Ref_117,1
1094,Marmota_menzbieri,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,3250,Ref_117,1
1095,Marmota_olympus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,6299.99,Ref_117,1
1096,Marmota_vancouverensis,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,6299.99,Ref_117,1
1097,Marmota_flaviventris,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,3349.96,Ref_117,1
1098,Marmota_caligata,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,7230.03,Ref_117,1
1099,Tamias_striatus,Sciuridae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,111.91,Ref_117,1
1100,Tamias_sibiricus,Sciuridae,10,0,0,0,0,0,10,0,60,20,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,85,Ref_117,1
1101,Tamias_quadrimaculatus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,85.25,Ref_117,1
1102,Tamias_quadrivittatus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,62.2,Ref_117,1
1103,Tamias_ruficaudus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,68,Ref_117,1
1104,Tamias_rufus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,53.6,Ref_117,1
1105,Tamias_senex,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,89.35,Ref_117,1
1106,Tamias_sonomae,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,75,Ref_117,1
1107,Tamias_umbrinus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,63,Ref_117,1
1108,Tamias_siskiyou,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,75,Ref_117,1
1109,Tamias_panamintinus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,52.3,Ref_117,1
1110,Tamias_townsendii,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,74.78,Ref_117,1
1111,Tamias_cinereicollis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,61.7,Ref_117,1
1112,Tamias_amoenus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,50.5,Ref_117,1
1113,Tamias_bulleri,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,100,Ref_117,1
1114,Tamias_palmeri,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,69.4,Ref_117,1
1115,Tamias_speciosus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,62,Ref_117,1
1116,Tamias_alpinus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,36.55,Ref_117,1
1117,Tamias_dorsalis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,71.1,Ref_117,1
1118,Tamias_durangae,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,85,Ref_117,1
1119,Tamias_merriami,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,74.8,Ref_117,1
1120,Tamias_minimus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,135.27,Ref_117,1
1121,Tamias_obscurus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,73,Ref_117,1
1122,Tamias_ochrogenys,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,91.7,Ref_117,1
1123,Tamias_canipes,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,NA,0,0,1,Ref_1,ABC,70.4,Ref_117,1
1124,Graphiurus_lorraineus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,27,Ref_117,1
1125,Graphiurus_surdus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,20.01,Ref_117,1
1126,Graphiurus_rupicola,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,24.53,Ref_178,2
1127,Graphiurus_platyops,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,46.1,Ref_117,1
1128,Graphiurus_ocularis,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,30.3,Ref_117,1
1129,Graphiurus_murinus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,19.08,Ref_117,1
1130,Graphiurus_kelleni,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,10.5,Ref_58,1
1131,Graphiurus_johnstoni,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_2,D1,S,A,NA,1,0,0,Ref_2,D1,23.96,"Ref_2, Ref_3",0
1132,Graphiurus_christyi,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,23.83,Ref_178,2
1133,Graphiurus_angolensis,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_2,D1,S,A,NA,1,0,0,Ref_2,D1,23.96,"Ref_2, Ref_3",0
1134,Graphiurus_microtis,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,25.18,Ref_178,2
1135,Graphiurus_monardi,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,25.05,Ref_178,2
1136,Graphiurus_nagtglasii,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,30,Ref_58,1
1137,Graphiurus_crassicaudatus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,NA,1,0,0,Ref_1,ABC,38.22,Ref_178,2
1138,Chaetocauda_sichuanensis,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,31.51,Ref_58,1
1139,Dryomys_nitedula,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,33.6,Ref_117,1
1140,Dryomys_laniger,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,20,Ref_117,1
1141,Dryomys_niethammeri,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_2,D1,Ar,A,NA,1,0,0,Ref_2,D1,25.92,"Ref_2, Ref_3",0
1142,Eliomys_melanurus,Gliridae,30,30,0,0,0,0,20,0,20,0,Ref_2,D1,S,A,NA,1,0,0,Ref_1,ABC,98.7,Ref_117,1
1143,Eliomys_munbyanus,Gliridae,30,30,0,0,0,0,20,0,20,0,Ref_2,D1,S,A,NA,1,0,0,Ref_2,D1,106.54,"Ref_2, Ref_3",0
1144,Eliomys_quercinus,Gliridae,30,30,0,0,0,0,20,0,20,0,Ref_2,D1,S,A,NA,1,0,0,Ref_1,ABC,115,Ref_117,1
1145,Muscardinus_avellanarius,Gliridae,10,0,0,0,0,0,10,70,0,10,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,27.5,Ref_117,1
1146,Myomimus_setzeri,Gliridae,10,20,0,0,10,0,30,0,30,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,37.74,Ref_178,2
1147,Myomimus_personatus,Gliridae,10,20,0,0,10,0,30,0,30,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,37.48,Ref_178,2
1148,Myomimus_roachi,Gliridae,10,20,0,0,10,0,30,0,30,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,36.99,Ref_178,2
