MSW3_ID,Scientific,MSWFamilyLatin,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
3296,Crocidura_maxi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7.53,Ref_117,1
3297,Crocidura_vosmaeri,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3298,Crocidura_rapax,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3299,Crocidura_theresae,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,17.6,Ref_117,1
3300,Crocidura_thomensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3301,Crocidura_trichura,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3302,Crocidura_turba,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14.5,Ref_117,1
3303,Crocidura_ultima,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,16,Ref_117,1
3304,Crocidura_usambarae,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9.7,Ref_117,1
3305,Crocidura_viaria,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,17,Ref_117,1
3306,Crocidura_virgata,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3307,Crocidura_tenuis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9.43,Ref_117,1
3308,Crocidura_vorax,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3309,Crocidura_telfordi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3310,Crocidura_watasei,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3311,Crocidura_whitakeri,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.5,Ref_117,1
3312,Crocidura_wimmeri,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,23.5,Ref_117,1
3313,Crocidura_wuchihensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,4.3,Ref_135,1
3314,Crocidura_xantippe,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3315,Crocidura_yankariensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5,Ref_117,1
3316,Crocidura_zaphiri,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3317,Crocidura_zarudnyi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.71,Ref_117,1
3318,Crocidura_lucina,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3319,Crocidura_voi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3320,Crocidura_silacea,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,8,Ref_117,1
3321,Crocidura_raineyi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14.5,Ref_117,1
3322,Crocidura_ramona,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3323,Crocidura_zimmeri,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14.5,Ref_117,1
3324,Crocidura_rhoditis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14,Ref_117,1
3325,Crocidura_roosevelti,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3326,Crocidura_russula,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,8.2,Ref_117,1
3327,Crocidura_selina,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3328,Crocidura_serezkyensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3329,Crocidura_shantungensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3330,Crocidura_thalia,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3331,Crocidura_sicula,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.9,Ref_117,1
3332,Crocidura_pullata,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3333,Crocidura_smithii,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3334,Crocidura_somalica,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,11.5,Ref_117,1
3335,Crocidura_stenocephala,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,21,Ref_144,1
3336,Crocidura_suaveolens,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.19,Ref_117,1
3337,Crocidura_susiana,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3338,Crocidura_tanakae,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3339,Crocidura_tansaniana,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3340,Crocidura_tarella,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3341,Crocidura_tarfayensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.5,Ref_117,1
3342,Crocidura_sibirica,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3343,Crocidura_eisentrauti,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3344,Crocidura_floweri,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3345,Crocidura_crossei,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.9,Ref_117,1
3346,Crocidura_cyanea,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9.35,Ref_117,1
3347,Crocidura_denti,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7,Ref_117,1
3348,Crocidura_desperata,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3349,Crocidura_dhofarensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.8,Ref_152,1
3350,Crocidura_dolichura,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.7,Ref_117,1
3351,Crocidura_congobelgica,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3352,Crocidura_dsinezumi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.21,Ref_117,1
3353,Crocidura_cinderella,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3354,Crocidura_elgonius,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.5,Ref_117,1
3355,Crocidura_allex,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3356,Crocidura_aleksandrisi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3357,Crocidura_luna,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14.5,Ref_117,1
3358,Crocidura_lusitania,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,2,Ref_117,1
3359,Crocidura_elongata,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,17.8,Ref_117,1
3360,Crocidura_andamanensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3361,Crocidura_fischeri,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3362,Crocidura_douceti,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4.3,Ref_117,1
3363,Crocidura_beatus,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.55,Ref_117,1
3364,Crocidura_ansellorum,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3365,Crocidura_arabica,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.86,Ref_134,1
3366,Crocidura_arispa,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3367,Crocidura_armenica,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3368,Crocidura_attenuata,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14.27,Ref_117,1
3369,Crocidura_attila,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3370,Crocidura_baileyi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3371,Crocidura_crenata,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.52,Ref_117,1
3372,Crocidura_batesi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,15.5,Ref_117,1
3373,Crocidura_flavescens,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,28.49,Ref_117,1
3374,Crocidura_beccarii,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3375,Crocidura_bottegi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3.5,Ref_117,1
3376,Crocidura_bottegoides,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3.07,Ref_147,1
3377,Crocidura_brunnea,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3378,Crocidura_buettikoferi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3379,Crocidura_caliginea,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3380,Crocidura_canariensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7.5,Ref_117,1
3381,Crocidura_caspica,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3382,Crocidura_baluensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,16.9,Ref_134,1
3383,Crocidura_lanosa,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,22.6,Ref_144,1
3384,Crocidura_hispida,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3385,Crocidura_horsfieldii,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5,Ref_117,1
3386,Crocidura_hutanis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3387,Crocidura_ichnusae,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3388,Crocidura_indochinensis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3389,Crocidura_jacksoni,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7,Ref_117,1
3390,Crocidura_jenkinsi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,12.6,Ref_117,1
3391,Crocidura_jouvenetae,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,9.79,Ref_58,1
3392,Crocidura_katinka,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3393,Crocidura_erica,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3394,Crocidura_lamottei,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,20.5,Ref_117,1
3395,Crocidura_hildegardeae,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9.5,Ref_117,1
3397,Crocidura_latona,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3398,Crocidura_lea,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.6,Ref_117,1
3399,Crocidura_lepidura,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3400,Crocidura_leucodon,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9.82,Ref_117,1
3401,Crocidura_levicula,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1.77,Ref_117,1
3402,Crocidura_littoralis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,16,Ref_117,1
3403,Crocidura_longipes,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,19.3,Ref_117,1
3404,Crocidura_ludia,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.15,Ref_58,1
3405,Crocidura_kivuana,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9,Ref_144,1
3406,Crocidura_gmelini,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3407,Crocidura_foxi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,19,Ref_117,1
3408,Crocidura_fuliginosa,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,12,Ref_117,1
3409,Crocidura_fulvastra,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,12.67,Ref_117,1
3410,Crocidura_fumosa,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14.5,Ref_117,1
3411,Crocidura_fuscomurina,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3.92,Ref_117,1
3412,Crocidura_hirta,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,15.8,Ref_117,1
3413,Crocidura_glassi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3414,Crocidura_hilliana,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3415,Crocidura_goliath,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,54.84,Ref_117,1
3416,Crocidura_gracilipes,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.7,Ref_117,1
3417,Crocidura_grandiceps,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,23,Ref_117,1
3418,Crocidura_grandis,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3419,Crocidura_grassei,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,13.5,Ref_117,1
3420,Crocidura_grayi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.3,Ref_117,1
3421,Crocidura_greenwoodi,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,10.35,Ref_178,2
3422,Crocidura_harenna,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,8.5,Ref_147,1
3423,Crocidura_foetida,Soricidae,50,0,10,0,0,40,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,10.42,"Ref_2, Ref_3",0
3424,Solisorex_pearsoni,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,10.3,Ref_178,2
3425,Suncus_lixus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4.9,Ref_117,1
3426,Suncus_hosei,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7.64,Ref_178,2
3427,Suncus_fellowesgordoni,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7.64,Ref_178,2
3428,Suncus_varilla,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5,Ref_117,1
3429,Suncus_malayanus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5,Ref_117,1
3430,Suncus_megalura,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5.38,Ref_58,1
3431,Suncus_mertensi,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7.95,Ref_117,1
3432,Suncus_montanus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,18,Ref_117,1
3433,Suncus_murinus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,60.71,Ref_117,1
3434,Suncus_etruscus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,2.13,Ref_117,1
3435,Suncus_stoliczkanus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9.43,Ref_117,1
3436,Suncus_infinitesimus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3,Ref_117,1
3437,Suncus_zeylanicus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,29.8,Ref_117,1
3438,Suncus_remyi,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1.75,Ref_117,1
3439,Suncus_aequatorius,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,7.15,"Ref_2, Ref_3",0
3440,Suncus_dayi,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,9.43,Ref_117,1
3441,Suncus_ater,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,11.1,Ref_117,1
3442,Suncus_madagascariensis,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3.5,Ref_117,1
3443,Diplomesodon_pulchellum,Soricidae,50,0,50,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,11,Ref_117,1
3444,Feroculus_feroculus,Soricidae,70,0,0,0,0,30,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,36,Ref_117,1
3445,Paracrocidura_graueri,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,11.68,Ref_178,2
3446,Paracrocidura_maxima,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,11.68,Ref_178,2
3447,Paracrocidura_schoutedeni,Soricidae,70,0,10,0,0,20,0,0,0,0,Ref_3,D2,G,A,NA,1,0,0,Ref_1,ABC,13,Ref_117,1
3448,Ruwenzorisorex_suncoides,Soricidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,18.2,Ref_117,1
3449,Scutisorex_somereni,Soricidae,0,0,0,0,100,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,91.5,Ref_117,1
3450,Sylvisorex_konganensis,Soricidae,60,0,0,0,20,20,0,0,0,0,Ref_2,D1,S,A,NA,1,1,1,Ref_1,ABC,5.15,Ref_58,1
3451,Sylvisorex_isabellae,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,9.99,Ref_178,2
3452,Sylvisorex_pluvialis,Soricidae,60,0,0,0,20,20,0,0,0,0,Ref_2,D1,S,A,NA,1,1,1,Ref_1,ABC,5.83,"Ref_2, Ref_3",0
3453,Sylvisorex_oriundus,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,9.99,Ref_178,2
3454,Sylvisorex_ollula,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,13.2,Ref_117,1
3455,Sylvisorex_lunaris,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,18.5,Ref_117,1
3456,Sylvisorex_johnstoni,Soricidae,80,0,0,0,10,10,0,0,0,0,Ref_1,ABC,S,A,NA,1,1,1,Ref_1,ABC,3.17,Ref_117,1
